時間帯,年齢,性別,来場者数
2019-07-02 11:00:00,30代,女性,1
2019-07-02 11:00:00,50代,女性,1
2019-07-02 12:00:00,10代,男性,1
2019-07-02 12:00:00,70代以上,女性,1
2019-07-02 13:00:00,10代,男性,1
2019-07-02 13:00:00,30代,男性,1
2019-07-02 14:00:00,10代,女性,1
2019-07-02 16:00:00,50代,男性,1
2019-07-03 10:00:00,50代,女性,1
2019-07-03 11:00:00,30代,女性,2
2019-07-03 11:00:00,30代,男性,1
2019-07-03 11:00:00,50代,男性,1
2019-07-03 12:00:00,70代以上,女性,1
2019-07-03 14:00:00,30代,女性,1
2019-07-03 14:00:00,70代以上,女性,1
2019-07-03 14:00:00,70代以上,男性,1
2019-07-04 09:00:00,30代,女性,1
2019-07-04 10:00:00,50代,女性,2
2019-07-04 10:00:00,50代,男性,1
2019-07-04 11:00:00,10代,女性,1
2019-07-04 11:00:00,50代,男性,1
2019-07-04 12:00:00,10代,女性,1
2019-07-04 13:00:00,10代,男性,1
2019-07-04 13:00:00,50代,女性,1
2019-07-04 16:00:00,70代以上,女性,1
2019-07-04 17:00:00,50代,男性,1
2019-07-05 09:00:00,30代,男性,1
2019-07-05 11:00:00,30代,女性,1
2019-07-05 11:00:00,50代,女性,1
2019-07-05 12:00:00,50代,女性,1
2019-07-05 13:00:00,30代,女性,2
2019-07-05 13:00:00,50代,女性,2
2019-07-05 13:00:00,50代,男性,1
2019-07-05 13:00:00,70代以上,女性,1
2019-07-05 14:00:00,50代,女性,1
2019-07-06 09:00:00,30代,女性,1
2019-07-06 09:00:00,50代,女性,2
2019-07-06 11:00:00,50代,女性,1
2019-07-06 11:00:00,70代以上,女性,1
2019-07-06 12:00:00,30代,女性,1
2019-07-06 13:00:00,30代,女性,1
2019-07-06 13:00:00,50代,女性,1
2019-07-07 09:00:00,10代,女性,1
2019-07-07 09:00:00,10代,男性,2
2019-07-07 09:00:00,30代,男性,1
2019-07-07 10:00:00,10代,男性,1
2019-07-07 11:00:00,10代,男性,1
2019-07-07 11:00:00,30代,男性,2
2019-07-07 12:00:00,10代,女性,1
2019-07-07 12:00:00,30代,男性,1
2019-07-07 12:00:00,50代,女性,2
2019-07-07 14:00:00,30代,女性,1
2019-07-08 10:00:00,30代,女性,2
2019-07-08 10:00:00,50代,女性,2
2019-07-08 11:00:00,70代以上,男性,1
2019-07-08 12:00:00,30代,女性,1
2019-07-08 12:00:00,30代,男性,1
2019-07-08 12:00:00,50代,女性,1
2019-07-08 14:00:00,10代,女性,1
2019-07-08 14:00:00,30代,女性,1
2019-07-09 10:00:00,50代,女性,1
2019-07-09 10:00:00,70代以上,女性,1
2019-07-09 11:00:00,30代,男性,1
2019-07-09 12:00:00,70代以上,男性,1
2019-07-09 13:00:00,30代,女性,1
2019-07-09 13:00:00,70代以上,女性,2
2019-07-09 13:00:00,70代以上,男性,1
2019-07-09 14:00:00,30代,男性,1
2019-07-10 09:00:00,30代,女性,1
2019-07-10 09:00:00,70代以上,女性,1
2019-07-10 10:00:00,50代,女性,1
2019-07-10 10:00:00,70代以上,女性,1
2019-07-10 12:00:00,50代,女性,1
2019-07-10 13:00:00,50代,女性,1
2019-07-10 14:00:00,50代,女性,1
2019-07-10 15:00:00,30代,男性,1
2019-07-10 15:00:00,70代以上,女性,1
2019-07-11 11:00:00,10代,女性,1
2019-07-11 11:00:00,10代,男性,1
2019-07-11 11:00:00,30代,男性,1
2019-07-11 11:00:00,50代,女性,1
2019-07-11 11:00:00,50代,男性,1
2019-07-11 12:00:00,10代,男性,1
2019-07-11 12:00:00,50代,男性,1
2019-07-11 14:00:00,10代,男性,1
2019-07-11 14:00:00,30代,男性,1
2019-07-11 14:00:00,50代,男性,1
2019-07-12 09:00:00,70代以上,女性,1
2019-07-12 10:00:00,50代,女性,2
2019-07-12 10:00:00,70代以上,男性,1
2019-07-12 12:00:00,50代,女性,1
2019-07-12 12:00:00,50代,男性,1
2019-07-12 13:00:00,10代,男性,1
2019-07-12 13:00:00,30代,女性,1
2019-07-12 13:00:00,50代,女性,2
2019-07-13 09:00:00,30代,女性,3
2019-07-13 09:00:00,50代,女性,2
2019-07-13 11:00:00,30代,男性,1
2019-07-13 11:00:00,70代以上,男性,1
2019-07-13 12:00:00,50代,女性,2
2019-07-13 12:00:00,50代,男性,1
2019-07-14 09:00:00,10代,男性,1
2019-07-14 09:00:00,30代,女性,1
2019-07-14 09:00:00,30代,男性,1
2019-07-14 09:00:00,50代,女性,2
2019-07-14 12:00:00,10代,女性,1
2019-07-14 12:00:00,50代,男性,1
2019-07-15 09:00:00,50代,男性,4
2019-07-15 10:00:00,50代,男性,1
2019-07-15 12:00:00,30代,女性,1
2019-07-15 12:00:00,30代,男性,2
2019-07-15 13:00:00,50代,女性,1
2019-07-16 08:00:00,50代,女性,1
2019-07-16 09:00:00,50代,女性,1
2019-07-16 09:00:00,70代以上,女性,1
2019-07-16 09:00:00,70代以上,男性,2
2019-07-16 13:00:00,10代,女性,1
2019-07-16 13:00:00,30代,女性,1
2019-07-16 13:00:00,30代,男性,1
2019-07-16 13:00:00,50代,女性,1
2019-07-16 14:00:00,50代,女性,1
2019-07-17 10:00:00,50代,男性,1
2019-07-17 11:00:00,10代,女性,1
2019-07-17 11:00:00,10代,男性,1
2019-07-17 11:00:00,30代,男性,1
2019-07-17 11:00:00,50代,女性,1
2019-07-17 12:00:00,10代,女性,1
2019-07-17 12:00:00,50代,女性,2
2019-07-17 13:00:00,50代,女性,1
2019-07-17 13:00:00,50代,男性,1
2019-07-17 14:00:00,50代,女性,1
2019-07-18 10:00:00,30代,女性,1
2019-07-18 10:00:00,50代,男性,1
2019-07-18 11:00:00,30代,女性,2
2019-07-18 11:00:00,70代以上,女性,1
2019-07-18 13:00:00,30代,女性,1
2019-07-18 13:00:00,50代,女性,2
2019-07-18 13:00:00,70代以上,男性,1
2019-07-19 09:00:00,50代,女性,2
2019-07-19 09:00:00,70代以上,女性,1
2019-07-19 10:00:00,30代,女性,1
2019-07-19 10:00:00,50代,女性,1
2019-07-19 13:00:00,30代,女性,2
2019-07-19 13:00:00,30代,男性,2
2019-07-19 13:00:00,50代,男性,1
2019-07-20 11:00:00,30代,男性,1
2019-07-20 11:00:00,50代,男性,2
2019-07-20 12:00:00,50代,女性,2
2019-07-20 13:00:00,30代,女性,1
2019-07-21 09:00:00,30代,女性,1
2019-07-21 09:00:00,50代,女性,1
2019-07-21 10:00:00,30代,男性,1
2019-07-21 10:00:00,50代,男性,1
2019-07-21 10:00:00,70代以上,女性,1
2019-07-21 12:00:00,10代,女性,1
2019-07-21 12:00:00,30代,女性,1
2019-07-21 13:00:00,30代,女性,2
2019-07-21 13:00:00,50代,男性,1
2019-07-22 10:00:00,10代,女性,2
2019-07-22 10:00:00,50代,女性,1
2019-07-22 11:00:00,30代,男性,1
2019-07-22 11:00:00,50代,女性,1
2019-07-22 12:00:00,10代,女性,1
2019-07-22 12:00:00,30代,女性,1
2019-07-22 13:00:00,50代,男性,1
2019-07-22 15:00:00,30代,女性,1
2019-07-22 15:00:00,70代以上,男性,1
2019-07-23 09:00:00,50代,男性,1
2019-07-23 09:00:00,70代以上,女性,1
2019-07-23 10:00:00,50代,女性,1
2019-07-23 10:00:00,70代以上,男性,1
2019-07-23 11:00:00,30代,女性,1
2019-07-23 12:00:00,30代,女性,1
2019-07-23 12:00:00,50代,女性,1
2019-07-23 13:00:00,10代,女性,1
2019-07-23 13:00:00,70代以上,男性,1
2019-07-23 14:00:00,70代以上,女性,1
2019-07-24 08:00:00,30代,女性,2
2019-07-24 09:00:00,30代,女性,1
2019-07-24 09:00:00,50代,女性,2
2019-07-24 12:00:00,30代,女性,1
2019-07-24 13:00:00,10代,女性,1
2019-07-24 13:00:00,30代,女性,1
2019-07-24 14:00:00,30代,女性,1
2019-07-24 14:00:00,30代,男性,1
2019-07-25 10:00:00,30代,女性,1
2019-07-25 10:00:00,50代,男性,1
2019-07-25 11:00:00,50代,女性,1
2019-07-25 11:00:00,50代,男性,2
2019-07-25 12:00:00,50代,女性,1
2019-07-25 13:00:00,30代,男性,1
2019-07-25 14:00:00,30代,女性,2
2019-07-25 14:00:00,50代,男性,1
2019-07-26 09:00:00,30代,女性,1
2019-07-26 09:00:00,50代,女性,1
2019-07-26 10:00:00,30代,女性,1
2019-07-26 10:00:00,30代,男性,1
2019-07-26 13:00:00,30代,女性,1
2019-07-26 13:00:00,50代,女性,1
2019-07-26 13:00:00,70代以上,女性,1
2019-07-26 14:00:00,30代,女性,1
2019-07-26 15:00:00,30代,女性,1
2019-07-27 09:00:00,50代,男性,2
2019-07-27 10:00:00,10代,女性,1
2019-07-27 10:00:00,30代,女性,1
2019-07-27 10:00:00,70代以上,女性,1
2019-07-27 12:00:00,10代,女性,1
2019-07-27 12:00:00,30代,女性,1
2019-07-27 13:00:00,30代,男性,1
2019-07-27 14:00:00,10代,女性,1
2019-07-27 14:00:00,50代,女性,1
2019-07-28 09:00:00,10代,女性,1
2019-07-28 09:00:00,30代,男性,1
2019-07-28 09:00:00,50代,女性,2
2019-07-28 09:00:00,50代,男性,1
2019-07-28 12:00:00,10代,女性,1
2019-07-28 12:00:00,30代,女性,1
2019-07-28 13:00:00,10代,男性,1
2019-07-28 13:00:00,50代,女性,1
2019-07-29 09:00:00,10代,男性,1
2019-07-29 09:00:00,30代,女性,1
2019-07-29 10:00:00,50代,女性,2
2019-07-29 11:00:00,50代,女性,1
2019-07-29 13:00:00,10代,女性,1
2019-07-29 13:00:00,10代,男性,2
2019-07-29 13:00:00,30代,女性,2
2019-07-29 13:00:00,50代,女性,1
2019-07-29 14:00:00,70代以上,女性,1
2019-07-30 09:00:00,10代,女性,1
2019-07-30 10:00:00,50代,女性,2
2019-07-30 10:00:00,70代以上,女性,1
2019-07-30 12:00:00,30代,女性,1
2019-07-30 12:00:00,50代,女性,1
2019-07-30 13:00:00,30代,男性,1
2019-07-30 14:00:00,10代,男性,1
2019-07-30 14:00:00,30代,男性,1
2019-07-31 10:00:00,10代,女性,1
2019-07-31 10:00:00,30代,女性,1
2019-07-31 10:00:00,50代,女性,1
2019-07-31 10:00:00,50代,男性,1
2019-07-31 10:00:00,70代以上,男性,1
2019-07-31 12:00:00,10代,女性,1
2019-07-31 13:00:00,30代,女性,1
2019-07-31 13:00:00,50代,女性,2
2019-08-01 09:00:00,30代,男性,1
2019-08-01 09:00:00,70代以上,男性,1
2019-08-01 10:00:00,30代,男性,1
2019-08-01 11:00:00,30代,女性,2
2019-08-01 11:00:00,70代以上,女性,1
2019-08-01 12:00:00,10代,女性,2
2019-08-01 12:00:00,30代,女性,1
2019-08-01 12:00:00,50代,男性,1
2019-08-02 11:00:00,30代,女性,2
2019-08-02 11:00:00,30代,男性,1
2019-08-02 11:00:00,50代,女性,2
2019-08-02 13:00:00,10代,男性,1
2019-08-02 14:00:00,10代,女性,2
2019-08-02 16:00:00,10代,女性,2
2019-08-02 16:00:00,30代,女性,1
2019-08-03 10:00:00,30代,男性,1
2019-08-03 10:00:00,70代以上,男性,1
2019-08-03 11:00:00,10代,男性,1
2019-08-03 11:00:00,30代,女性,3
2019-08-03 11:00:00,30代,男性,1
2019-08-03 12:00:00,10代,女性,1
2019-08-03 12:00:00,50代,女性,1
2019-08-03 12:00:00,70代以上,男性,1
2019-08-04 09:00:00,10代,女性,1
2019-08-04 09:00:00,30代,女性,1
2019-08-04 09:00:00,50代,男性,1
2019-08-04 10:00:00,50代,男性,1
2019-08-04 10:00:00,70代以上,女性,1
2019-08-04 12:00:00,30代,女性,1
2019-08-04 13:00:00,10代,女性,1
2019-08-04 13:00:00,10代,男性,1
2019-08-04 13:00:00,50代,女性,1
2019-08-04 13:00:00,50代,男性,1
2019-08-05 09:00:00,10代,女性,1
2019-08-05 09:00:00,50代,女性,1
2019-08-05 10:00:00,30代,女性,1
2019-08-05 10:00:00,50代,女性,1
2019-08-05 10:00:00,50代,男性,1
2019-08-05 11:00:00,30代,女性,1
2019-08-05 12:00:00,10代,女性,1
2019-08-05 13:00:00,30代,女性,1
2019-08-05 14:00:00,30代,男性,1
2019-08-05 15:00:00,70代以上,女性,1
2019-08-06 10:00:00,10代,女性,1
2019-08-06 10:00:00,30代,女性,2
2019-08-06 10:00:00,30代,男性,1
2019-08-06 10:00:00,50代,男性,1
2019-08-06 13:00:00,10代,女性,1
2019-08-06 14:00:00,30代,女性,1
2019-08-06 14:00:00,50代,女性,1
2019-08-06 14:00:00,50代,男性,1
2019-08-06 14:00:00,70代以上,女性,1
2019-08-07 09:00:00,70代以上,男性,1
2019-08-07 10:00:00,10代,女性,1
2019-08-07 10:00:00,50代,女性,1
2019-08-07 10:00:00,50代,男性,1
2019-08-07 11:00:00,30代,女性,1
2019-08-07 14:00:00,30代,女性,3
2019-08-07 14:00:00,30代,男性,1
2019-08-07 16:00:00,10代,女性,1
2019-08-08 09:00:00,50代,女性,1
2019-08-08 10:00:00,10代,男性,1
2019-08-08 11:00:00,30代,女性,1
2019-08-08 11:00:00,50代,男性,1
2019-08-08 12:00:00,30代,女性,2
2019-08-08 13:00:00,10代,女性,2
2019-08-08 13:00:00,30代,女性,1
2019-08-08 13:00:00,50代,女性,1
2019-08-08 14:00:00,30代,女性,1
2019-08-09 09:00:00,50代,女性,1
2019-08-09 11:00:00,30代,女性,1
2019-08-09 11:00:00,30代,男性,1
2019-08-09 12:00:00,10代,女性,1
2019-08-09 12:00:00,50代,女性,1
2019-08-09 12:00:00,50代,男性,1
2019-08-09 14:00:00,30代,女性,1
2019-08-09 14:00:00,30代,男性,1
2019-08-10 09:00:00,30代,男性,2
2019-08-10 09:00:00,50代,女性,1
2019-08-10 12:00:00,30代,女性,1
2019-08-10 13:00:00,10代,女性,1
2019-08-10 13:00:00,10代,男性,1
2019-08-10 13:00:00,30代,男性,3
2019-08-11 09:00:00,30代,女性,1
2019-08-11 09:00:00,30代,男性,1
2019-08-11 09:00:00,50代,女性,1
2019-08-11 10:00:00,10代,男性,1
2019-08-11 10:00:00,30代,女性,1
2019-08-11 12:00:00,30代,女性,2
2019-08-11 12:00:00,50代,男性,1
2019-08-11 13:00:00,10代,女性,1
2019-08-11 13:00:00,10代,男性,3
2019-08-12 09:00:00,10代,女性,1
2019-08-12 09:00:00,30代,男性,1
2019-08-12 10:00:00,30代,女性,1
2019-08-12 10:00:00,30代,男性,1
2019-08-12 10:00:00,50代,男性,1
2019-08-12 12:00:00,50代,女性,1
2019-08-12 12:00:00,50代,男性,2
2019-08-12 13:00:00,10代,男性,1
2019-08-12 14:00:00,10代,女性,1
2019-08-12 14:00:00,10代,男性,1
2019-08-13 10:00:00,30代,女性,1
2019-08-13 10:00:00,30代,男性,1
2019-08-13 10:00:00,50代,男性,1
2019-08-13 10:00:00,不明,男性,1
2019-08-13 11:00:00,10代,男性,1
2019-08-13 11:00:00,30代,男性,1
2019-08-13 11:00:00,50代,男性,1
2019-08-13 13:00:00,10代,男性,1
2019-08-13 13:00:00,30代,女性,1
2019-08-13 14:00:00,30代,女性,3
2019-08-13 15:00:00,30代,女性,1
2019-08-14 09:00:00,10代,女性,1
2019-08-14 09:00:00,30代,男性,1
2019-08-14 09:00:00,50代,男性,2
2019-08-14 10:00:00,30代,女性,1
2019-08-14 10:00:00,50代,男性,1
2019-08-14 13:00:00,10代,男性,1
2019-08-14 13:00:00,30代,女性,1
2019-08-14 13:00:00,30代,男性,1
2019-08-14 14:00:00,10代,女性,1
2019-08-14 15:00:00,10代,女性,1
2019-08-14 15:00:00,70代以上,男性,1
2019-08-16 10:00:00,30代,女性,1
2019-08-16 10:00:00,50代,女性,1
2019-08-16 10:00:00,50代,男性,1
2019-08-16 11:00:00,50代,女性,1
2019-08-16 12:00:00,30代,男性,1
2019-08-16 12:00:00,50代,男性,1
2019-08-16 13:00:00,50代,男性,2
2019-08-17 09:00:00,30代,女性,1
2019-08-17 09:00:00,50代,女性,1
2019-08-17 10:00:00,10代,女性,1
2019-08-17 10:00:00,30代,男性,1
2019-08-17 10:00:00,70代以上,男性,1
2019-08-17 11:00:00,30代,女性,1
2019-08-17 11:00:00,70代以上,男性,1
2019-08-17 12:00:00,30代,女性,1
2019-08-18 10:00:00,50代,男性,1
2019-08-18 11:00:00,10代,女性,1
2019-08-18 11:00:00,10代,男性,1
2019-08-18 11:00:00,30代,男性,1
2019-08-18 12:00:00,10代,男性,1
2019-08-18 12:00:00,30代,女性,1
2019-08-18 12:00:00,30代,男性,1
2019-08-18 13:00:00,50代,女性,2
2019-08-19 10:00:00,30代,女性,1
2019-08-19 10:00:00,30代,男性,1
2019-08-19 10:00:00,70代以上,女性,1
2019-08-19 12:00:00,10代,女性,1
2019-08-19 13:00:00,30代,女性,1
2019-08-19 13:00:00,50代,女性,1
2019-08-19 16:00:00,10代,男性,2
2019-08-20 09:00:00,30代,女性,1
2019-08-20 11:00:00,30代,男性,1
2019-08-20 12:00:00,10代,女性,1
2019-08-20 12:00:00,30代,女性,1
2019-08-20 12:00:00,50代,女性,1
2019-08-20 13:00:00,10代,男性,1
2019-08-20 13:00:00,50代,男性,1
2019-08-20 14:00:00,10代,男性,1
2019-08-20 16:00:00,30代,女性,1
2019-08-20 16:00:00,50代,男性,1
2019-08-21 09:00:00,30代,女性,2
2019-08-21 10:00:00,50代,女性,2
2019-08-21 10:00:00,70代以上,女性,1
2019-08-21 12:00:00,30代,女性,1
2019-08-21 13:00:00,30代,女性,1
2019-08-21 13:00:00,30代,男性,1
2019-08-21 13:00:00,50代,女性,1
2019-08-21 13:00:00,70代以上,女性,1
2019-08-22 09:00:00,30代,女性,1
2019-08-22 09:00:00,30代,男性,2
2019-08-22 09:00:00,50代,女性,1
2019-08-22 09:00:00,50代,男性,1
2019-08-22 13:00:00,10代,女性,1
2019-08-22 14:00:00,10代,男性,1
2019-08-22 14:00:00,30代,女性,1
2019-08-22 14:00:00,50代,女性,1
2019-08-22 15:00:00,50代,女性,1
2019-08-23 10:00:00,10代,女性,1
2019-08-23 13:00:00,10代,男性,1
2019-08-23 13:00:00,30代,女性,4
2019-08-23 13:00:00,30代,男性,1
2019-08-23 13:00:00,50代,女性,1
2019-08-23 14:00:00,30代,女性,1
2019-08-23 14:00:00,30代,男性,1
2019-08-23 15:00:00,30代,女性,1
2019-08-24 09:00:00,10代,女性,1
2019-08-24 09:00:00,30代,男性,1
2019-08-24 09:00:00,50代,男性,1
2019-08-24 10:00:00,30代,女性,1
2019-08-24 12:00:00,10代,女性,4
2019-08-24 12:00:00,10代,男性,1
2019-08-24 12:00:00,30代,女性,1
2019-08-25 09:00:00,30代,女性,1
2019-08-25 09:00:00,30代,男性,1
2019-08-25 09:00:00,50代,男性,1
2019-08-25 09:00:00,70代以上,男性,1
2019-08-25 10:00:00,10代,女性,1
2019-08-25 12:00:00,30代,女性,1
2019-08-25 12:00:00,30代,男性,1
2019-08-25 12:00:00,50代,男性,1
2019-08-25 12:00:00,70代以上,女性,1
2019-08-26 09:00:00,10代,女性,1
2019-08-26 09:00:00,30代,女性,1
2019-08-26 09:00:00,50代,女性,1
2019-08-26 10:00:00,10代,女性,1
2019-08-26 11:00:00,30代,女性,1
2019-08-26 14:00:00,不明,女性,1
2019-08-26 15:00:00,50代,女性,1
2019-08-26 15:00:00,50代,男性,1
2019-08-27 11:00:00,10代,女性,3
2019-08-27 11:00:00,10代,男性,1
2019-08-27 11:00:00,30代,女性,1
2019-08-27 11:00:00,30代,男性,1
2019-08-27 15:00:00,10代,女性,1
2019-08-27 15:00:00,50代,女性,1
2019-08-27 15:00:00,50代,男性,1
2019-08-27 16:00:00,10代,男性,1
2019-08-27 16:00:00,50代,女性,1
2019-08-28 09:00:00,70代以上,男性,1
2019-08-28 12:00:00,30代,女性,1
2019-08-28 12:00:00,50代,女性,2
2019-08-28 13:00:00,70代以上,男性,1
2019-08-28 14:00:00,10代,女性,1
2019-08-28 14:00:00,50代,男性,1
2019-08-28 15:00:00,10代,男性,2
2019-08-28 15:00:00,50代,男性,1
2019-08-28 15:00:00,70代以上,男性,1
2019-08-29 09:00:00,10代,男性,1
2019-08-29 09:00:00,50代,男性,1
2019-08-29 11:00:00,30代,女性,1
2019-08-29 11:00:00,50代,女性,1
2019-08-29 11:00:00,70代以上,男性,1
2019-08-29 12:00:00,10代,男性,1
2019-08-29 12:00:00,50代,男性,1
2019-08-29 12:00:00,70代以上,男性,1
2019-08-29 13:00:00,30代,男性,1
2019-08-29 15:00:00,30代,男性,1
2019-08-29 15:00:00,50代,女性,1
2019-08-30 09:00:00,10代,女性,1
2019-08-30 09:00:00,50代,女性,2
2019-08-30 10:00:00,30代,男性,1
2019-08-30 10:00:00,70代以上,女性,1
2019-08-30 11:00:00,50代,男性,1
2019-08-30 12:00:00,30代,女性,1
2019-08-30 13:00:00,50代,男性,1
2019-08-30 14:00:00,10代,女性,1
2019-08-30 14:00:00,30代,女性,1
2019-08-30 16:00:00,30代,男性,1
2019-08-31 09:00:00,10代,男性,1
2019-08-31 09:00:00,50代,男性,1
2019-08-31 10:00:00,50代,男性,1
2019-08-31 10:00:00,70代以上,女性,1
2019-08-31 12:00:00,10代,女性,1
2019-08-31 12:00:00,30代,女性,2
2019-08-31 12:00:00,50代,男性,1
2019-09-01 09:00:00,30代,女性,2
2019-09-01 09:00:00,30代,男性,1
2019-09-01 09:00:00,50代,女性,1
2019-09-01 09:00:00,70代以上,男性,1
2019-09-01 11:00:00,50代,男性,1
2019-09-01 12:00:00,30代,女性,2
2019-09-01 12:00:00,50代,女性,1
2019-09-01 12:00:00,70代以上,女性,1
2019-09-02 09:00:00,10代,女性,1
2019-09-02 09:00:00,10代,男性,1
2019-09-02 09:00:00,50代,女性,1
2019-09-02 09:00:00,50代,男性,1
2019-09-02 09:00:00,70代以上,男性,1
2019-09-02 12:00:00,10代,女性,1
2019-09-02 12:00:00,30代,男性,1
2019-09-02 12:00:00,70代以上,男性,1
2019-09-02 14:00:00,10代,女性,1
2019-09-02 14:00:00,50代,女性,1
2019-09-02 15:00:00,50代,男性,1
2019-09-03 09:00:00,50代,女性,2
2019-09-03 09:00:00,50代,男性,1
2019-09-03 09:00:00,70代以上,女性,1
2019-09-03 10:00:00,50代,女性,1
2019-09-03 12:00:00,30代,男性,1
2019-09-03 12:00:00,50代,女性,1
2019-09-03 12:00:00,50代,男性,1
2019-09-03 13:00:00,50代,女性,1
2019-09-04 09:00:00,30代,男性,1
2019-09-04 09:00:00,50代,女性,1
2019-09-04 09:00:00,70代以上,女性,1
2019-09-04 10:00:00,50代,男性,1
2019-09-04 13:00:00,10代,女性,2
2019-09-04 13:00:00,10代,男性,2
2019-09-04 14:00:00,10代,女性,1
2019-09-05 09:00:00,10代,女性,1
2019-09-05 09:00:00,30代,男性,1
2019-09-05 09:00:00,50代,女性,1
2019-09-05 10:00:00,10代,女性,1
2019-09-05 10:00:00,70代以上,女性,1
2019-09-05 12:00:00,50代,男性,1
2019-09-05 13:00:00,10代,女性,1
2019-09-05 13:00:00,10代,男性,1
2019-09-05 13:00:00,30代,女性,1
2019-09-05 14:00:00,30代,女性,1
2019-09-05 14:00:00,70代以上,女性,1
2019-09-06 09:00:00,30代,女性,1
2019-09-06 09:00:00,70代以上,女性,1
2019-09-06 10:00:00,30代,女性,1
2019-09-06 10:00:00,50代,男性,1
2019-09-06 11:00:00,70代以上,男性,1
2019-09-06 12:00:00,30代,男性,1
2019-09-06 13:00:00,50代,男性,1
2019-09-06 14:00:00,30代,女性,1
2019-09-06 14:00:00,50代,女性,1
2019-09-07 09:00:00,70代以上,女性,1
2019-09-07 10:00:00,10代,男性,1
2019-09-07 10:00:00,30代,男性,2
2019-09-07 12:00:00,50代,女性,1
2019-09-07 12:00:00,70代以上,女性,1
2019-09-07 13:00:00,10代,女性,1
2019-09-07 13:00:00,50代,男性,1
2019-09-08 09:00:00,10代,女性,1
2019-09-08 09:00:00,30代,男性,2
2019-09-08 09:00:00,50代,女性,1
2019-09-08 09:00:00,50代,男性,1
2019-09-08 13:00:00,30代,女性,1
2019-09-08 13:00:00,50代,女性,1
2019-09-08 14:00:00,10代,男性,1
2019-09-08 14:00:00,30代,女性,1
2019-09-08 14:00:00,70代以上,女性,1
2019-09-09 10:00:00,30代,女性,2
2019-09-09 11:00:00,30代,女性,1
2019-09-09 11:00:00,50代,女性,1
2019-09-09 11:00:00,70代以上,女性,1
2019-09-09 15:00:00,10代,男性,1
2019-09-09 15:00:00,50代,女性,1
2019-09-09 15:00:00,50代,男性,1
2019-09-09 16:00:00,30代,女性,1
2019-09-09 16:00:00,50代,男性,1
2019-09-10 09:00:00,30代,女性,1
2019-09-10 09:00:00,50代,女性,1
2019-09-10 10:00:00,30代,女性,1
2019-09-10 10:00:00,50代,女性,1
2019-09-10 10:00:00,70代以上,女性,1
2019-09-10 12:00:00,10代,女性,1
2019-09-10 12:00:00,50代,女性,1
2019-09-10 13:00:00,10代,男性,2
2019-09-10 13:00:00,50代,男性,1
2019-09-11 10:00:00,10代,男性,1
2019-09-11 10:00:00,50代,男性,1
2019-09-11 11:00:00,30代,男性,2
2019-09-11 13:00:00,10代,男性,1
2019-09-11 14:00:00,10代,女性,1
2019-09-11 14:00:00,30代,女性,1
2019-09-11 14:00:00,50代,男性,1
2019-09-11 15:00:00,30代,女性,2
2019-09-12 09:00:00,50代,女性,1
2019-09-12 10:00:00,10代,女性,1
2019-09-12 10:00:00,30代,女性,2
2019-09-12 12:00:00,30代,女性,1
2019-09-12 12:00:00,50代,女性,1
2019-09-12 13:00:00,30代,女性,1
2019-09-12 13:00:00,50代,女性,1
2019-09-12 13:00:00,50代,男性,2
2019-09-12 14:00:00,30代,女性,1
2019-09-13 09:00:00,10代,女性,1
2019-09-13 09:00:00,30代,女性,1
2019-09-13 10:00:00,50代,男性,1
2019-09-13 11:00:00,10代,男性,1
2019-09-13 11:00:00,50代,女性,1
2019-09-13 11:00:00,50代,男性,1
2019-09-13 11:00:00,70代以上,女性,1
2019-09-13 12:00:00,50代,女性,1
2019-09-13 12:00:00,50代,男性,1
2019-09-13 12:00:00,70代以上,男性,1
2019-09-13 13:00:00,50代,女性,1
2019-09-14 09:00:00,10代,男性,1
2019-09-14 09:00:00,30代,女性,1
2019-09-14 09:00:00,50代,男性,1
2019-09-14 09:00:00,70代以上,女性,1
2019-09-14 09:00:00,70代以上,男性,1
2019-09-14 12:00:00,10代,男性,1
2019-09-14 12:00:00,30代,男性,1
2019-09-14 12:00:00,50代,女性,1
2019-09-14 12:00:00,50代,男性,1
2019-09-15 09:00:00,30代,男性,2
2019-09-15 09:00:00,50代,男性,3
2019-09-15 12:00:00,50代,男性,2
2019-09-15 13:00:00,10代,女性,1
2019-09-15 13:00:00,30代,女性,2
2019-09-16 09:00:00,30代,男性,1
2019-09-16 09:00:00,50代,女性,1
2019-09-16 09:00:00,50代,男性,2
2019-09-16 09:00:00,70代以上,女性,1
2019-09-16 11:00:00,50代,女性,1
2019-09-16 12:00:00,70代以上,男性,1
2019-09-16 13:00:00,70代以上,男性,1
2019-09-16 14:00:00,70代以上,男性,1
2019-09-17 09:00:00,30代,女性,1
2019-09-17 09:00:00,50代,女性,2
2019-09-17 09:00:00,70代以上,男性,1
2019-09-17 11:00:00,10代,女性,1
2019-09-17 11:00:00,70代以上,女性,1
2019-09-17 12:00:00,50代,男性,3
2019-09-18 09:00:00,30代,女性,1
2019-09-18 10:00:00,30代,男性,1
2019-09-18 10:00:00,50代,女性,1
2019-09-18 11:00:00,10代,女性,1
2019-09-18 11:00:00,70代以上,男性,1
2019-09-18 13:00:00,30代,女性,1
2019-09-18 13:00:00,30代,男性,1
2019-09-18 13:00:00,50代,女性,1
2019-09-18 14:00:00,30代,女性,1
2019-09-18 14:00:00,50代,女性,1
